46520,Last year reviews,Host since,Host is superhost,Host number of listings,Neighbourhood,Beds number,Bedrooms number,Property type,Maximum allowed guests,Price,Total reviews,Rating score,Accuracy score,Cleanliness score,Checkin score,Communication score,Location score,Value for money score,Reviews per month,City,Season,Bathrooms number,Bathrooms type,Coordinates,Date of scraping
2752368,8,2014-04-09,Host,1,Rifredi,3,2,Entire home,4,80,95,4.78,4.82,4.91,4.82,4.8,4.38,4.7,0.81,Firenze,Early Winter,1,private,"43.80878, 11.23378",2024-12-15
2430453,0,2012-11-15,Host,160,Centro Storico,2,1,Entire home,4,216,5,4.6,4.2,4.6,4.2,5,5,4.2,0.04,Firenze,Early Winter,1,private,"43.77104, 11.24853",2024-12-15
2753881,35,2014-02-24,Superhost,16,Centro Storico,2,1,Entire home,4,179,339,4.89,4.93,4.95,4.86,4.9,4.96,4.92,2.9,Firenze,Early Winter,1,private,"43.76865, 11.25844",2024-12-15
2433763,20,2014-02-21,Host,6,Centro Storico,4,2,Entire home,5,290,100,4.79,4.86,4.69,4.85,4.91,4.99,4.74,0.86,Firenze,Early Winter,2,private,"43.76761, 11.25284",2024-12-15
2773042,18,2013-04-10,Superhost,1,Centro Storico,1,1,Entire home,2,51,378,4.8,4.83,4.88,4.91,4.89,4.85,4.82,3.23,Firenze,Early Winter,1,private,"43.76493, 11.24424",2024-12-15
2774911,0,2014-04-07,Host,13,Centro Storico,1,1,Hotel room,2,116,1,4,4,5,5,3,5,4,0.02,Firenze,Early Winter,1,private,"43.77305, 11.26078",2024-12-15
2776596,1,2014-04-07,Host,13,Centro Storico,1,1,Hotel room,2,116,1,5,5,5,5,5,5,4,0.34,Firenze,Early Winter,1,private,"43.7731, 11.26017",2024-12-15
2776667,0,2014-04-07,Host,13,Centro Storico,2,1,Hotel room,4,199,3,4.33,5,5,4.67,4.67,5,4.67,0.04,Firenze,Early Winter,1,private,"43.77306, 11.26019",2024-12-15
2776797,0,2014-04-07,Host,13,Centro Storico,2,1,Hotel room,4,199,1,5,5,5,5,5,5,5,0.02,Firenze,Early Winter,1,private,"43.77156, 11.26179",2024-12-15
2435191,0,2014-02-08,Host,2,Centro Storico,5,3,Entire home,5,170,11,4.55,4.64,4.55,4.82,4.82,4.73,4.73,0.1,Firenze,Early Winter,1,private,"43.77393, 11.24462",2024-12-15
2436306,0,2014-02-21,Host,6,Centro Storico,4,2,Entire home,6,169,102,4.64,4.75,4.57,4.76,4.87,4.96,4.71,0.88,Firenze,Early Winter,2,private,"43.77302, 11.25939",2024-12-15
2445669,0,2014-02-22,Host,1,Campo di Marte,1,1,Entire home,4,75,12,4.58,4.75,4.58,4.83,4.83,4.33,4.64,0.1,Firenze,Early Winter,1,private,"43.78103, 11.27627",2024-12-15
2780422,34,2013-08-26,Superhost,8,Centro Storico,3,2,Entire home,7,250,81,4.91,4.94,4.86,4.94,4.88,4.96,4.86,0.85,Firenze,Early Winter,2,private,"43.76895, 11.25766",2024-12-15
2451609,21,2014-02-24,Host,9,Centro Storico,1,1,Entire home,,124,336,4.82,4.88,4.91,4.93,4.97,4.8,4.8,2.84,Firenze,Early Winter,1,private,"43.77364, 11.24528",2024-12-15
2800814,14,2014-04-15,Superhost,1,Gavinana Galluzzo,10,4,Entire home,10,350,41,4.9,4.9,4.95,4.88,5,4.85,4.8,0.36,Firenze,Early Winter,4,private,"43.73113, 11.21607",2024-12-15
2809738,0,2014-04-16,Host,4,Centro Storico,4,2,Entire home,6,200,41,4.59,4.8,4.95,4.9,4.88,4.95,4.76,0.36,Firenze,Early Winter,2,private,"43.77815, 11.25764",2024-12-15
2458583,27,2014-02-25,Superhost,1,Centro Storico,1,1,Entire home,2,112,218,4.77,4.86,4.76,4.93,4.94,4.96,4.7,1.85,Firenze,Early Winter,1,private,"43.77308, 11.25035",2024-12-15
2462640,27,2014-02-24,Superhost,1,Gavinana Galluzzo,2,1,Entire home,3,75,160,4.59,4.73,4.65,4.82,4.72,4.45,4.6,1.36,Firenze,Early Winter,1,private,"43.74908, 11.23593",2024-12-15
2464445,21,2012-12-27,Superhost,6,Centro Storico,2,1,Private room,1,81,295,4.8,4.85,4.9,4.91,4.91,4.68,4.81,2.52,Firenze,Early Winter,1,shared,"43.7829, 11.25045",2024-12-15
2810302,0,2014-04-16,Host,1,Isolotto Legnaia,2,1,Entire home,3,100,15,4.8,4.93,4.87,4.93,5,4.67,4.79,0.13,Firenze,Early Winter,1,private,"43.77042, 11.23665",2024-12-15
2814561,0,2013-05-25,Host,5,Campo di Marte,1,1,Private room,1,83,32,4.81,4.93,4.97,4.93,4.97,4.4,4.77,0.27,Firenze,Early Winter,1,private,"43.77772, 11.27487",2024-12-15
3045937,30,2011-01-18,Superhost,10,Centro Storico,3,2,Entire home,4,107,216,4.79,4.82,4.76,4.91,4.93,4.98,4.77,1.94,Firenze,Early Winter,1,private,"43.77345, 11.25911",2024-12-15
2823268,4,2014-04-18,Host,3,Centro Storico,1,1,Entire home,4,105,134,4.9,4.94,4.92,4.98,4.92,4.96,4.9,1.14,Firenze,Early Winter,2,private,"43.76858, 11.24631",2024-12-15
3054429,18,2013-07-23,Superhost,1,Centro Storico,1,1,Entire home,2,127,114,4.84,4.82,4.86,4.95,4.98,4.9,4.76,0.98,Firenze,Early Winter,1,private,"43.76781, 11.26489",2024-12-15
3054886,1,2013-06-12,Superhost,5,Centro Storico,4,2,Entire home,5,140,6,5,5,5,5,5,5,5,0.05,Firenze,Early Winter,1,private,"43.76745, 11.26378",2024-12-15
3058448,57,2012-08-06,Superhost,29,Centro Storico,3,2,Entire home,7,312,452,4.9,4.94,4.89,4.9,4.87,4.98,4.85,3.99,Firenze,Early Winter,2,private,"43.76978, 11.25477",2024-12-15
2851927,23,2014-03-26,Host,5,Centro Storico,6,3,Entire home,8,566,59,4.93,4.93,4.88,4.98,4.98,4.95,4.86,0.7,Firenze,Early Winter,4,private,"43.76902, 11.263",2024-12-15
3058724,15,2014-05-15,Host,1,Gavinana Galluzzo,7,3,Entire home,10,244,215,4.42,4.38,4.52,4.59,4.75,4.65,4.49,1.89,Firenze,Early Winter,2,private,"43.74284, 11.25486",2024-12-15
2851943,0,2013-11-26,Host,10,Centro Storico,1,1,Private room,2,150,2,5,4.5,5,5,5,5,5,0.03,Firenze,Early Winter,1,private,"43.77659, 11.25666",2024-12-15
2854115,19,2014-03-26,Host,2,Centro Storico,1,1,Entire home,3,120,116,4.68,4.75,4.73,4.83,4.65,4.93,4.66,0.99,Firenze,Early Winter,1,private,"43.76739, 11.2496",2024-12-15
3059067,0,2012-10-09,Superhost,7,Centro Storico,2,1,Entire home,2,334,11,5,5,5,5,5,5,5,0.1,Firenze,Early Winter,1,private,"43.77362, 11.26648",2024-12-15
3059147,6,2012-10-09,Superhost,7,Centro Storico,4,2,Entire home,5,341,83,4.94,4.99,4.95,5,5,4.95,4.89,0.76,Firenze,Early Winter,2,private,"43.77362, 11.26648",2024-12-15
3060617,13,2014-05-15,Host,2,Campo di Marte,1,1,Private room,,50,232,4.79,4.84,4.89,4.9,4.88,4.51,4.78,2,Firenze,Early Winter,1,shared,"43.78392, 11.28036",2024-12-15
2862586,19,2014-03-14,Superhost,1,Campo di Marte,2,1,Private room,1,42,230,4.91,4.91,4.93,4.94,4.94,4.78,4.89,2,Firenze,Early Winter,1,private,"43.77328, 11.27355",2024-12-15
2864578,17,2011-09-20,Superhost,48,Centro Storico,2,1,Entire home,3,141,218,4.81,4.88,4.88,4.91,4.93,4.98,4.82,1.86,Firenze,Early Winter,1,private,"43.77211, 11.25654",2024-12-15
2866017,4,2013-08-21,Host,5,Centro Storico,1,1,Entire home,3,110,100,4.81,4.89,4.87,4.92,4.97,4.7,4.76,0.97,Firenze,Early Winter,1,private,"43.75908, 11.24189",2024-12-15
3061343,43,2012-08-06,Superhost,29,Centro Storico,3,2,Entire home,5,271,475,4.9,4.93,4.92,4.87,4.92,4.97,4.88,4.09,Firenze,Early Winter,3,private,"43.77078, 11.25569",2024-12-15
3075826,0,2013-08-19,Host,10,Centro Storico,4,2,Entire home,4,380,1,5,5,5,5,5,5,5,0.04,Firenze,Early Winter,2,private,"43.76773, 11.2492",2024-12-15
3088257,25,2014-05-19,Superhost,4,Centro Storico,2,1,Entire home,3,89,75,4.8,4.79,4.68,4.91,4.85,4.97,4.75,0.67,Firenze,Early Winter,1,private,"43.77271, 11.26062",2024-12-15
3096516,35,2012-07-10,Superhost,5,Centro Storico,5,3,Entire home,9,241,315,4.62,4.73,4.59,4.86,4.91,4.87,4.68,2.79,Firenze,Early Winter,2,private,"43.76586, 11.24732",2024-12-15
2872042,27,2014-04-24,Superhost,1,Centro Storico,2,1,Entire home,4,215,95,4.91,4.94,4.88,4.92,4.97,4.74,4.75,0.85,Firenze,Early Winter,3,private,"43.7652, 11.24252",2024-12-15
2880710,1,2013-08-26,Superhost,8,Centro Storico,2,1,Entire home,4,200,17,4.88,4.94,4.82,4.76,4.76,5,4.88,0.63,Firenze,Early Winter,2,private,"43.76788, 11.25688",2024-12-15
3101793,1,2013-07-29,Host,1,Centro Storico,4,2,Entire home,6,195,108,4.9,4.98,5,4.99,5,4.92,4.92,0.94,Firenze,Early Winter,1,private,"43.77469, 11.27006",2024-12-15
2887280,9,2014-04-26,Host,12,Centro Storico,3,2,Private room,3,65,18,3.78,4,3.94,3.83,3.83,4.11,4,0.16,Firenze,Early Winter,1,private,"43.78579, 11.23338",2024-12-15
3103527,19,2014-05-03,Superhost,1,Centro Storico,1,1,Entire home,2,57,183,4.71,4.83,4.75,4.84,4.91,4.91,4.71,1.57,Firenze,Early Winter,1,private,"43.76345, 11.24495",2024-12-15
2891620,27,2014-04-27,Host,5,Centro Storico,5,3,Entire home,5,144,130,4.74,4.75,4.75,4.94,4.97,4.93,4.72,1.11,Firenze,Early Winter,1,private,"43.77116, 11.24682",2024-12-15
2893648,15,2011-01-25,Host,43,Centro Storico,3,2,Entire home,7,99,145,4.52,4.66,4.63,4.73,4.63,4.93,4.56,1.37,Firenze,Early Winter,3,private,"43.77388, 11.25152",2024-12-15
2901522,9,2014-04-26,Host,12,Centro Storico,2,1,Private room,3,60,26,4.46,4.46,4.54,4.12,4.19,4.27,4.27,0.22,Firenze,Early Winter,1,shared,"43.78763, 11.23298",2024-12-15
3103636,10,2014-05-20,Superhost,1,Centro Storico,2,1,Entire home,4,130,35,4.8,4.89,4.77,4.97,5,4.77,4.8,0.3,Firenze,Early Winter,2,private,"43.77432, 11.24349",2024-12-15
3109752,17,2014-05-21,Host,4,Centro Storico,2,1,Entire home,4,134,311,4.95,4.94,4.97,4.95,4.97,4.91,4.91,2.83,Firenze,Early Winter,2,private,"43.77554, 11.26259",2024-12-15
2906854,31,2014-04-28,Superhost,1,Centro Storico,3,2,Entire home,6,151,192,4.94,4.95,4.93,4.96,4.97,4.94,4.88,1.65,Firenze,Early Winter,2,private,"43.77387, 11.26194",2024-12-15
3132430,10,2014-05-16,Superhost,1,Centro Storico,4,2,Entire home,5,98,190,4.63,4.83,4.94,4.73,4.79,4.76,4.69,1.64,Firenze,Early Winter,1,private,"43.77842, 11.25618",2024-12-15
2907153,0,2014-01-16,Host,1,Campo di Marte,3,2,Entire home,6,88,12,4.67,4.83,4.75,4.92,4.92,4.5,4.67,0.1,Firenze,Early Winter,1,private,"43.77279, 11.29597",2024-12-15
3137029,0,2012-08-20,Host,127,Centro Storico,1,1,Entire home,6,180,157,4.61,4.72,4.57,4.7,4.65,4.89,4.64,1.36,Firenze,Early Winter,2,private,"43.7664, 11.25209",2024-12-15
3143608,2,2014-05-25,Host,7,Gavinana Galluzzo,1,1,Entire home,12,108,39,4.95,4.89,4.95,5,4.92,4.92,4.78,0.37,Firenze,Early Winter,6,private,"43.75064, 11.25714",2024-12-15
2924637,8,2014-04-30,Host,3,Centro Storico,4,2,Entire home,5,271,75,4.89,4.91,4.92,4.95,4.84,4.78,4.77,0.64,Firenze,Early Winter,2,private,"43.77878, 11.2521",2024-12-15
2926152,0,2014-04-30,Host,1,Isolotto Legnaia,1,1,Entire home,2,45,121,4.77,4.85,4.94,4.88,4.87,4.58,4.75,1.04,Firenze,Early Winter,1,private,"43.77764, 11.21174",2024-12-15
3146250,0,2014-05-25,Host,2,Centro Storico,4,2,Entire home,4,43,237,4.52,4.65,4.77,4.77,4.86,4.44,4.57,2.05,Firenze,Early Winter,1,private,"43.78462, 11.2398",2024-12-15
3155737,7,2016-06-05,Host,2,Centro Storico,1,1,Entire home,2,143,32,4.75,4.78,4.88,4.94,4.91,4.91,4.72,0.28,Firenze,Early Winter,1,private,"43.77695, 11.2524",2024-12-15
3158932,41,2014-05-27,Superhost,3,Centro Storico,2,1,Entire home,4,407,298,4.94,4.94,4.95,4.99,4.98,4.97,4.91,2.64,Firenze,Early Winter,2,private,"43.7659, 11.25488",2024-12-15
3181678,10,2012-10-17,Host,8,Centro Storico,1,1,Entire home,2,160,27,4.93,5,4.93,4.89,4.93,4.96,4.89,0.23,Firenze,Early Winter,1,private,"43.7723, 11.25247",2024-12-15
2938034,10,2014-05-02,Superhost,3,Rifredi,4,2,Entire home,7,242,69,4.88,4.91,4.97,4.93,4.97,4.59,4.86,0.7,Firenze,Early Winter,2,private,"43.78969, 11.25614",2024-12-15
2939532,66,2012-04-28,Host,1,Centro Storico,1,1,Entire home,2,60,563,4.44,4.66,4.57,4.77,4.64,4.76,4.53,4.88,Firenze,Early Winter,1,private,"43.77311, 11.26518",2024-12-15
2947367,74,2014-05-03,Host,1,Centro Storico,2,1,Entire home,3,63,375,4.63,4.72,4.54,4.81,4.8,4.87,4.6,3.23,Firenze,Early Winter,1,private,"43.76821, 11.24498",2024-12-15
3196728,46,2013-03-22,Superhost,18,Centro Storico,3,2,Entire home,,237,347,4.75,4.86,4.74,4.81,4.76,4.97,4.75,3.01,Firenze,Early Winter,2,private,"43.77369, 11.25659",2024-12-15
2949440,0,2013-11-26,Host,10,Centro Storico,1,1,Private room,2,150,7,4.71,4.86,4.86,5,5,5,4.86,0.17,Firenze,Early Winter,1,private,"43.77365, 11.25715",2024-12-15
2976710,0,2014-04-28,Host,1,Centro Storico,2,1,Entire home,4,30,13,4.31,4.67,4.42,4.58,4.75,4.75,4.42,0.11,Firenze,Early Winter,1,private,"43.76911, 11.26318",2024-12-15
2982698,2,2014-05-07,Host,1,Centro Storico,2,1,Entire home,3,80,12,4.75,4.83,4.58,4.83,4.92,4.83,4.5,0.15,Firenze,Early Winter,1,private,"43.76772, 11.26649",2024-12-15
3210337,69,2012-09-25,Superhost,1,Centro Storico,4,2,Entire home,6,107,189,4.93,4.96,4.98,4.97,4.98,4.93,4.9,1.63,Firenze,Early Winter,3,private,"43.76875, 11.24249",2024-12-15
2983861,30,2014-05-07,Superhost,2,Centro Storico,2,1,Entire home,3,78,232,4.91,4.95,4.97,4.95,4.95,4.54,4.87,2.01,Firenze,Early Winter,1,private,"43.78208, 11.23332",2024-12-15
2994684,31,2014-05-08,Superhost,2,Centro Storico,6,3,Entire home,8,267,228,4.96,4.95,4.99,4.98,4.97,4.96,4.96,2.42,Firenze,Early Winter,2,private,"43.78046, 11.26108",2024-12-15
3002120,14,2014-05-09,Superhost,2,Campo di Marte,1,1,Private room,2,100,139,4.77,4.88,4.72,4.88,4.93,4.59,4.78,1.2,Firenze,Early Winter,1,shared,"43.79008865356445, 11.268916130065918",2024-12-15
3211564,0,2012-11-12,Host,7,Centro Storico,1,1,Private room,2,89,4,4.5,4.5,4.75,5,4.75,5,4.5,0.06,Firenze,Early Winter,1,private,"43.77219, 11.26386",2024-12-15
3020089,29,2014-05-11,Host,1,Campo di Marte,2,1,Entire home,4,58,143,4.58,4.72,4.73,4.9,4.85,4.3,4.63,1.23,Firenze,Early Winter,1,private,"43.77924, 11.27461",2024-12-15
3038081,0,2012-07-27,Host,12,Centro Storico,5,3,Entire home,5,150,121,4.88,4.96,4.87,4.97,4.97,4.93,4.89,1.05,Firenze,Early Winter,1,private,"43.76885, 11.26173",2024-12-15
3620320,0,2014-07-16,Host,2,Campo di Marte,2,1,Entire home,3,70,4,4.25,4.33,4.33,5,5,5,3.67,0.04,Firenze,Early Winter,1,private,"43.78213, 11.26844",2024-12-15
3211707,8,2012-11-12,Host,7,Centro Storico,2,1,Private room,3,97,10,4.5,4.3,4.8,4.4,4.6,4.9,4.6,0.49,Firenze,Early Winter,1,private,"43.77075, 11.26314",2024-12-15
3211840,1,2012-11-12,Host,7,Centro Storico,3,2,Private room,5,239,1,5,5,5,5,5,5,5,0.17,Firenze,Early Winter,2,private,"43.7727, 11.26173",2024-12-15
3214155,25,2014-06-02,Host,1,Centro Storico,2,1,Entire home,3,90,115,4.59,4.8,4.72,4.94,4.97,4.97,4.63,1,Firenze,Early Winter,1,private,"43.77513, 11.25322",2024-12-15
3630644,1,2014-04-23,Host,5,Campo di Marte,2,1,Entire home,2,100,4,4.25,4.5,4,4.75,4.5,5,4.5,0.04,Firenze,Early Winter,1,private,"43.77483, 11.27052",2024-12-15
3219365,42,2013-07-01,Host,8,Centro Storico,2,1,Private room,3,102,274,4.55,4.61,4.44,4.8,4.77,4.96,4.58,2.4,Firenze,Early Winter,1,shared,"43.7768, 11.2557",2024-12-15
3222567,26,2014-06-03,Superhost,2,Campo di Marte,2,1,Private room,3,43,305,4.8,4.92,4.69,4.95,4.93,4.57,4.84,2.63,Firenze,Early Winter,1,shared,"43.79648, 11.27292",2024-12-15
3632622,60,2014-07-18,Superhost,1,Centro Storico,1,1,Entire home,2,83,302,4.8,4.88,4.86,4.9,4.94,4.99,4.8,3.16,Firenze,Early Winter,1,private,"43.77183, 11.25689",2024-12-15
3222821,63,2014-06-03,Superhost,2,Centro Storico,2,1,Entire home,3,60,391,4.78,4.86,4.89,4.88,4.92,4.87,4.79,3.38,Firenze,Early Winter,1,private,"43.77983, 11.2573",2024-12-15
3651154,0,2014-07-20,Host,1,Centro Storico,2,1,Entire home,3,150,1,5,5,5,5,5,5,5,0.01,Firenze,Early Winter,1,private,"43.76456, 11.24618",2024-12-15
3651797,19,2014-07-18,Superhost,3,Centro Storico,3,2,Entire home,4,134,190,4.91,4.92,4.88,4.94,4.94,4.98,4.9,1.79,Firenze,Early Winter,2,private,"43.76889, 11.25243",2024-12-15
3233005,0,2012-11-12,Host,7,Centro Storico,1,1,Private room,2,81,1,4,5,5,5,5,5,5,0.01,Firenze,Early Winter,1,private,"43.77293, 11.2618",2024-12-15
3661294,54,2014-07-21,Host,3,Centro Storico,1,1,Entire home,2,70,366,4.48,4.63,4.49,4.74,4.8,4.83,4.53,3.2,Firenze,Early Winter,1,private,"43.76463, 11.24612",2024-12-15
3665034,39,2011-06-21,Host,14,Centro Storico,1,1,Private room,2,68,487,4.76,4.85,4.81,4.9,4.91,4.95,4.77,4.28,Firenze,Early Winter,1,private,"43.77562, 11.25472",2024-12-15
3669087,35,2011-06-21,Host,14,Centro Storico,1,1,Private room,2,56,463,4.73,4.84,4.75,4.91,4.87,4.94,4.75,4.05,Firenze,Early Winter,1,shared,"43.77593, 11.25558",2024-12-15
3676471,36,2011-06-21,Host,14,Centro Storico,1,1,Private room,1,52,515,4.78,4.89,4.79,4.93,4.92,4.95,4.77,4.52,Firenze,Early Winter,1,shared,"43.77562, 11.25472",2024-12-15
3680009,4,2013-06-11,Host,9,Centro Storico,7,3,Entire home,12,843,40,4.83,4.85,4.88,4.84,4.82,4.97,4.76,0.43,Firenze,Early Winter,4,private,"43.77147, 11.25886",2024-12-15
3233934,0,2012-12-27,Superhost,6,Rifredi,1,1,Private room,2,75,15,4.73,4.79,4.73,4.69,4.92,4.46,4.69,0.17,Firenze,Early Winter,3,private,"43.78329, 11.25258",2024-12-15
3243791,24,2014-06-03,Superhost,2,Campo di Marte,1,1,Private room,2,90,287,4.8,4.91,4.71,4.94,4.95,4.53,4.83,2.51,Firenze,Early Winter,1,shared,"43.79579, 11.27477",2024-12-15
3681050,10,2011-04-06,Host,44,Centro Storico,1,1,Entire home,2,125,52,4.6,4.75,4.71,4.79,4.88,4.87,4.6,0.46,Firenze,Early Winter,1,private,"43.76555, 11.25608",2024-12-15
3256833,6,2010-05-21,Superhost,15,Centro Storico,3,2,Entire home,4,159,230,4.87,4.92,4.92,4.91,4.91,4.98,4.85,2.02,Firenze,Early Winter,2,private,"43.77626, 11.25811",2024-12-15
3701707,59,2014-07-25,Superhost,1,Centro Storico,1,1,Entire home,2,91,394,4.76,4.85,4.87,4.91,4.93,4.93,4.78,3.47,Firenze,Early Winter,1,private,"43.765881, 11.248486",2024-12-15
3701865,16,2014-03-12,Superhost,11,Isolotto Legnaia,2,1,Entire home,2,91,62,4.97,4.97,4.95,4.98,4.97,4.85,4.9,0.64,Firenze,Early Winter,1,private,"43.77309, 11.23615",2024-12-15
3261372,26,2014-06-07,Superhost,3,Centro Storico,1,1,Entire home,2,107,175,4.9,4.91,4.98,4.97,4.97,4.92,4.87,1.52,Firenze,Early Winter,1,private,"43.76432, 11.24624",2024-12-15
3702923,14,2013-08-12,Superhost,18,Centro Storico,1,1,Entire home,2,82,64,4.83,4.78,4.86,4.7,4.78,4.88,4.88,0.57,Firenze,Early Winter,1,private,"43.78187, 11.25859",2024-12-15
3706449,7,2011-12-03,Host,2,Centro Storico,2,1,Entire home,2,98,20,4.9,4.95,4.6,4.8,4.85,5,4.9,0.72,Firenze,Early Winter,1,private,"43.77114, 11.26486",2024-12-15
3261877,26,2014-01-03,Superhost,8,Centro Storico,3,2,Private room,,42,221,4.76,4.91,4.86,4.87,4.89,4.86,4.81,1.91,Firenze,Early Winter,1,shared,"43.76906, 11.26524",2024-12-15
3706753,17,2012-04-14,Superhost,1,Centro Storico,3,2,Entire home,4,177,150,4.77,4.85,4.69,4.78,4.82,4.94,4.78,1.32,Firenze,Early Winter,1,private,"43.77173, 11.25718",2024-12-15
3706869,16,2013-07-30,Host,1,Centro Storico,2,1,Entire home,2,80,63,4.71,4.9,4.81,4.94,4.87,4.92,4.84,0.6,Firenze,Early Winter,1,private,"43.77586, 11.26349",2024-12-15
3711699,12,2013-03-22,Superhost,18,Centro Storico,2,1,Entire home,4,131,68,4.77,4.88,4.72,4.93,4.93,4.96,4.78,0.6,Firenze,Early Winter,1,private,"43.7743, 11.25655",2024-12-15
3714719,13,2014-06-20,Superhost,3,Campo di Marte,1,1,Entire home,2,70,20,4.85,4.8,4.9,4.84,4.9,4.58,4.79,0.2,Firenze,Early Winter,1,private,"43.79083, 11.28545",2024-12-15
3716493,35,2011-08-31,Superhost,13,Centro Storico,1,1,Private room,2,70,378,4.69,4.86,4.89,4.88,4.89,4.74,4.69,3.32,Firenze,Early Winter,1,private,"43.76932, 11.24029",2024-12-15
3716952,52,2011-08-31,Superhost,13,Centro Storico,1,1,Private room,2,70,494,4.71,4.85,4.89,4.84,4.89,4.69,4.66,4.34,Firenze,Early Winter,1,private,"43.76706, 11.24051",2024-12-15
3717563,51,2011-08-31,Superhost,13,Centro Storico,1,1,Private room,2,67,499,4.68,4.79,4.81,4.79,4.84,4.68,4.64,4.38,Firenze,Early Winter,1,private,"43.76917, 11.24048",2024-12-15
3262763,19,2014-01-03,Superhost,8,Centro Storico,2,1,Private room,2,43,184,4.73,4.88,4.8,4.88,4.91,4.86,4.71,1.63,Firenze,Early Winter,1,shared,"43.76906, 11.26524",2024-12-15
3263708,13,2014-06-04,Host,1,Campo di Marte,2,1,Entire home,4,96,18,4.89,4.83,4.67,4.94,5,4.56,4.83,0.16,Firenze,Early Winter,1,private,"43.7832, 11.28326",2024-12-15
3726359,39,2013-04-17,Superhost,14,Centro Storico,2,1,Entire home,4,140,232,4.88,4.93,4.89,4.88,4.87,4.99,4.88,2.05,Firenze,Early Winter,1,private,"43.76834, 11.25383",2024-12-15
3726420,52,2013-10-26,Superhost,11,Centro Storico,5,3,Entire home,7,266,350,4.83,4.87,4.93,4.95,4.94,4.99,4.83,3.21,Firenze,Early Winter,2,private,"43.77045, 11.25509",2024-12-15
3263791,26,2014-06-07,Superhost,1,Rifredi,3,2,Entire home,4,139,85,4.72,4.91,4.88,4.92,4.95,4.61,4.76,0.74,Firenze,Early Winter,1,private,"43.79204, 11.21437",2024-12-15
3266042,21,2013-04-30,Host,3,Centro Storico,1,1,Entire home,2,114,175,4.78,4.79,4.71,4.87,4.89,4.97,4.77,1.65,Firenze,Early Winter,1,private,"43.77203750610352, 11.256078720092772",2024-12-15
3726533,3,2014-07-28,Superhost,3,Centro Storico,5,3,Entire home,7,281,32,5,5,5,5,4.94,5,4.97,0.35,Firenze,Early Winter,2,private,"43.76507, 11.25735",2024-12-15
3750455,23,2014-07-30,Superhost,1,Centro Storico,2,1,Entire home,4,114,242,4.97,4.97,4.98,4.97,4.98,4.94,4.94,2.15,Firenze,Early Winter,1,private,"43.76832, 11.26647",2024-12-15
3753518,1,2014-07-28,Superhost,3,Centro Storico,4,2,Entire home,5,169,90,5,4.97,4.98,4.99,4.99,4.96,4.96,0.79,Firenze,Early Winter,2,private,"43.76511, 11.25721",2024-12-15
3758001,31,2011-06-21,Host,14,Centro Storico,1,1,Private room,2,59,496,4.69,4.84,4.79,4.91,4.9,4.87,4.69,4.38,Firenze,Early Winter,1,shared,"43.77562, 11.25364",2024-12-15
3268283,18,2014-06-02,Superhost,1,Centro Storico,1,1,Entire home,2,33,102,4.81,4.83,4.72,4.79,4.9,4.97,4.89,0.93,Firenze,Early Winter,1,private,"43.76613, 11.24447",2024-12-15
3758089,89,2012-05-24,Superhost,17,Centro Storico,1,1,Entire home,2,101,532,4.94,4.97,4.96,4.96,4.98,4.99,4.92,4.66,Firenze,Early Winter,1,private,"43.7739, 11.25754",2024-12-15
3270304,43,2014-06-01,Host,27,Centro Storico,5,3,Entire home,6,139,467,4.63,4.75,4.69,4.72,4.8,4.89,4.65,4.03,Firenze,Early Winter,1,private,"43.77677154541016, 11.25603199005127",2024-12-15
3764848,79,2014-08-01,Host,1,Centro Storico,2,1,Entire home,4,76,602,4.76,4.84,4.85,4.83,4.87,4.9,4.81,5.28,Firenze,Early Winter,1,private,"43.77605, 11.25493",2024-12-15
3275015,66,2011-08-29,Superhost,3,Rifredi,1,1,Private room,2,44,312,4.9,4.92,4.96,4.92,4.9,4.73,4.85,2.7,Firenze,Early Winter,1,private,"43.79107, 11.25006",2024-12-15
3767024,0,2014-07-20,Host,1,Centro Storico,2,1,Entire home,3,150,1,5,5,4,5,5,5,5,0.01,Firenze,Early Winter,1,private,"43.77875, 11.26302",2024-12-15
3776402,0,2013-03-22,Superhost,18,Centro Storico,2,1,Entire home,4,90,32,4.78,4.88,4.69,4.69,4.59,4.97,4.75,0.28,Firenze,Early Winter,1,private,"43.77286, 11.25802",2024-12-15
3279605,30,2014-06-09,Superhost,2,Campo di Marte,1,1,Private room,2,40,199,4.6,4.71,4.68,4.74,4.62,4.65,4.64,1.72,Firenze,Early Winter,1,private,"43.77258, 11.27299",2024-12-15
3279911,6,2014-06-09,Host,4,Centro Storico,3,2,Entire home,5,185,135,4.68,4.83,4.87,4.9,4.88,4.86,4.72,1.28,Firenze,Early Winter,1,private,"43.77774, 11.25311",2024-12-15
3281962,33,2013-12-02,Superhost,2,Centro Storico,2,1,Entire home,4,119,36,4.86,4.78,4.83,4.86,4.97,4.89,4.86,0.33,Firenze,Early Winter,1,private,"43.7722, 11.26422",2024-12-15
3777262,24,2014-06-10,Host,4,Centro Storico,4,2,Entire home,6,109,127,4.69,4.77,4.69,4.87,4.91,4.89,4.66,1.14,Firenze,Early Winter,1,private,"43.76834, 11.2653",2024-12-15
3295047,61,2014-06-11,Superhost,3,Centro Storico,2,1,Entire home,3,65,420,4.67,4.76,4.73,4.78,4.94,4.9,4.66,3.65,Firenze,Early Winter,1,private,"43.76503, 11.24795",2024-12-15
